Credit Score_ID,Credit Score_bins,utility,raw_utility,l2_norm,KLDiv,gpt_semantics
0,[   0.  600.  650.  700.  750.  850. 8000.],0.14285714285714288,-0.14285714285714288,1.0,1.0,4.0
1,[   0. 4000. 8000.],0.9999999999999999,0.9999999999999999,0.5564222943238357,0.8076580548816276,1.0
2,[   0.  4047.5 7510. ],0.9999999999999999,0.9999999999999999,0.5677748099677011,0.8076580548816276,1.0
3,[   0.  729. 7510.],0.9999999999999999,0.9999999999999999,0.5888545932592131,0.8657168582656108,1.0
6,[   0.  3300.5 7510. ],0.9999999999999999,0.9999999999999999,0.57580735751872,0.8076580548816276,1.0
7,[   0.    719.08 7510.  ],0.9999999999999999,-0.9999999999999999,0.5888590773501181,0.8625239317835685,1.0
8,[   0.  3300.5 3313.  7510. ],0.9999999999999999,0.9999999999999999,0.5654840524106963,0.8076580548816276,1.0
9,[   0.   2666.67 5333.33 8000.  ],0.9999999999999999,0.9999999999999999,0.5343108252098647,0.8076580548816276,2.0
10,[   0.   2893.33 7510.  ],0.9999999999999999,0.9999999999999999,0.5794127084498961,0.8076580548816276,1.0
11,[   0.  716.  739. 7510.],0.5,0.5,0.590989184821472,0.9760730961313296,1.0
12,[   0.   2893.33 5201.67 7510.  ],0.9999999999999999,0.9999999999999999,0.5459416339016328,0.8076580548816276,1.0
14,[   0.   738.5 3300.5 7510. ],0.5,0.5,0.5783252749205443,0.9719698882584848,1.0
15,[   0.    719.08 6679.93 7510.  ],0.5,0.5,0.5291040626527528,0.9688392570792276,1.0
16,[   0.   691.5  736.5  739.5 7510. ],0.39999999999999997,-0.39999999999999997,0.5932752643742678,0.9680434238364224,1.0
17,[   0. 2000. 4000. 6000. 8000.],0.8660254037844387,0.8660254037844387,0.5126559502331833,0.8304430756861105,2.0
18,[   0.   2316.25 7510.  ],0.9999999999999999,0.9999999999999999,0.5835534585635131,0.8076580548816276,1.0
19,[   0.  708.  729.  742. 7510.],0.19999999999999998,0.19999999999999998,0.5932711133638133,0.8660001899019812,1.0
20,[   0.   2316.25 4047.5  5778.75 7510.  ],0.9999999999999999,0.9999999999999999,0.5248811677246892,0.8076580548816276,1.0
22,[   0.   689.5  738.5 3300.5 7510. ],0.19999999999999998,0.19999999999999998,0.5810102690439264,0.8982358342974823,1.0
23,[   0.    719.08 6512.91 7008.37 7510.  ],0.7378647873726218,0.7378647873726218,0.4741495708968395,0.9802492362128786,1.0
24,[   0.   675.5  687.5  693.5  737.5 7510. ],0.7,-0.7,0.5971136136836268,0.9665999358657444,1.0
25,[   0. 1600. 3200. 4800. 6400. 8000.],0.8660254037844387,0.8660254037844387,0.4933665832010987,0.8741468646324311,1.0
26,[   0. 1970. 6125. 7510.],0.8660254037844387,0.8660254037844387,0.5363515200576339,0.8445960459948737,1.0
27,[   0.  702.  721.  735.  744. 7510.],0.0,0.0,0.5970961379027098,0.7793337557631868,1.0
28,[   0. 1970. 3355. 4740. 6125. 7510.],0.8660254037844387,0.8660254037844387,0.5062371075727992,0.8445960459948737,1.0
30,[   0.   689.5  738.5  745.5 3300.5 7510. ],0.0,0.0,0.5851780102590229,0.8567443243673232,1.0
31,[   0.    678.67  731.86 6526.09 7019.68 7510.  ],0.5642880936468347,0.5642880936468347,0.4784151794915513,0.8907143321124528,1.0
32,[   0.   639.5  686.9  693.1  735.7  745.1 7510. ],0.14285714285714288,-0.14285714285714288,0.9804837379475688,0.8635626046000879,1.0
33,[   0.   1333.33 2666.67 4000.   5333.33 6666.67 8000.  ],0.8660254037844387,0.8660254037844387,0.6754146781564097,0.8827669319516813,1.0
34,[   0.   1739.17 6355.83 7510.  ],0.8660254037844387,0.8660254037844387,0.533129267036488,0.8703779635279436,1.0
35,[   0.  697.  716.  729.  739.  746. 7510.],0.14285714285714288,-0.14285714285714288,0.9800523627822564,0.7059708048621466,1.0
36,[   0.   1739.17 2893.33 4047.5  5201.67 6355.83 7510.  ],0.8660254037844387,0.8660254037844387,0.6810654371547635,0.8703779635279436,1.0
38,[   0.   639.5  689.5  738.5  745.5 3300.5 7510. ],0.14285714285714288,-0.14285714285714288,0.9032455543467492,0.8351296709663074,1.0
39,[   0.    673.85  730.43 6347.54 6784.79 7099.17 7510.  ],0.6982532518267538,0.6982532518267538,0.598501533317271,0.8506405087795477,1.0
40,[   0.    634.5   645.17  670.17  686.5   706.17  739.17 7510.  ],0.7857142857142859,-0.7857142857142859,0.5956593285995695,0.8642443789675454,1.0
41,[   0.   1142.86 2285.71 3428.57 4571.43 5714.29 6857.14 8000.  ],0.8660254037844387,0.8660254037844387,0.5867925282179605,0.879872204382218,1.0
42,[   0.   1574.29 6520.71 7510.  ],0.8660254037844387,0.8660254037844387,0.5306329361908867,0.8803840443706957,1.0
43,[   0.  693.  712.  723.  734.  741.  747. 7510.],0.21428571428571433,-0.21428571428571433,0.5958730580692897,0.6447514970712569,1.0
44,[   0.   1574.29 2563.57 3552.86 4542.14 5531.43 6520.71 7510.  ],0.8660254037844387,0.8660254037844387,0.5984703716230082,0.8803840443706957,1.0
46,[   0.   639.5  689.5  711.5  738.5  745.5 3300.5 7510. ],0.25,-0.25,0.6570930504804091,0.7037837135203815,1.0
47,[   0.    677.74  731.57 6251.63 6632.02 6933.41 7179.49 7510.  ],0.7487048859271457,0.7487048859271457,0.5111902309626026,0.8140750156221934,1.0
48,[   0.    632.5   647.07  669.64  688.21  700.79  713.21  744.93 7510.  ],0.5000000000000001,-0.5000000000000001,0.5939335196374279,0.7848731924522587,1.0
49,[   0. 1000. 2000. 3000. 4000. 5000. 6000. 7000. 8000.],0.7745966692414834,0.7745966692414834,0.5227497153893919,0.8899891362409569,1.0
50,[   0.   1450.62 6644.38 7510.  ],0.8660254037844387,0.8660254037844387,0.5286559554419971,0.8834534504749867,1.0
51,[   0.  689.  708.  720.  729.  737.  742.  748. 7510.],0.30952380952380953,-0.30952380952380953,0.5947038679130416,0.5903283610073349,1.0
52,[   0.   1450.62 2316.25 3181.88 4047.5  4913.12 5778.75 6644.38 7510.  ],0.8660254037844387,0.8660254037844387,0.5379530070104741,0.8834534504749867,1.0
54,[   0.   639.5  671.5  689.5  711.5  738.5  745.5 3300.5 7510. ],0.3333333333333334,-0.3333333333333334,0.5761430993515628,0.6719827618526062,1.0
55,[   0.    661.11  710.57  739.49 6258.53 6640.67 6936.55 7179.49 7510.  ],0.6849174907329854,0.6849174907329854,0.4910018385814733,0.7244462656579959,1.0
56,"[   0.    586.5   613.38  645.25  668.75  687.    697.25  712.    739.75
 7510.  ]",0.8833333333333333,-0.8833333333333333,0.5925676520679019,0.7970446528477907,1.0
57,"[   0.    888.89 1777.78 2666.67 3555.56 4444.44 5333.33 6222.22 7111.11
 8000.  ]",0.7745966692414834,0.7745966692414834,0.4715838027828405,0.9029807442295444,1.0
58,[   0.   1354.44 5971.11 6740.56 7510.  ],0.7745966692414834,0.7745966692414834,0.4868532173507593,0.8976232190464765,1.0
59,[   0.  685.  705.  716.  724.  732.  739.  743.  748. 7510.],0.35,-0.35,0.5936043399410844,0.5492501937983305,1.0
60,"[   0.   1354.44 2123.89 2893.33 3662.78 4432.22 5201.67 5971.11 6740.56
 7510.  ]",0.7745966692414834,0.7745966692414834,0.4891981456089809,0.8976232190464765,1.0
62,[   0.   639.5  671.5  689.5  711.5  725.5  738.5  745.5 3300.5 7510. ],0.38333333333333336,-0.38333333333333336,0.5749776893065657,0.5765867117675796,1.0
63,"[   0.    657.4   707.96  738.53 6247.67 6614.46 6887.83 7098.   7263.16
 7510.  ]",0.7302967433402214,0.7302967433402214,0.4204477826876051,0.7223335299558927,1.0
64,"[   0.    586.5   623.61  642.72  669.17  683.94  695.28  707.83  730.39
  742.83 7510.  ]",0.7333333333333332,-0.7333333333333332,0.5915367763363188,0.7142816908479404,1.0
65,[   0.  800. 1600. 2400. 3200. 4000. 4800. 5600. 6400. 7200. 8000.],0.7745966692414834,0.7745966692414834,0.4283537654026955,0.9078622049038808,1.0
66,[   0.  1277.5 6125.  6817.5 7510. ],0.7745966692414834,0.7745966692414834,0.4832365315964811,0.9055797626051478,1.0
67,[   0.  683.  702.  713.  721.  729.  735.  740.  744.  749. 7510.],0.406060606060606,-0.406060606060606,0.5924838695176444,0.5081453215072453,1.0
68,"[   0.  1277.5 1970.  2662.5 3355.  4047.5 4740.  5432.5 6125.  6817.5
 7510. ]",0.7745966692414834,0.7745966692414834,0.4477605086697213,0.9055797626051478,1.0
70,"[   0.   639.5  671.5  689.5  711.5  725.5  735.5  738.5  745.5 3300.5
 7510. ]",0.4424242424242424,-0.4424242424242424,0.5739411171555879,0.5403066357682134,1.0
71,"[   0.    660.17  710.28  739.49 6251.63 6597.39 6822.82 6999.54 7148.47
 7283.06 7510.  ]",0.7510676161988107,0.7510676161988107,0.3590835741962285,0.70524774367258,1.0
74,[   0.   1214.54 6250.91 6880.46 7510.  ],0.7745966692414834,0.7745966692414834,0.4802199872794945,0.912302151766859,1.0
82,[   0.   1162.08 6355.83 6932.92 7510.  ],0.7745966692414834,0.7745966692414834,0.4776674250081403,0.915872846730362,1.0
90,[   0.   1117.69 5911.92 6444.62 6977.31 7510.  ],0.7071067811865475,0.7071067811865475,0.4416977932526391,0.9235161520765244,1.0
98,[   0.   1079.64 6026.07 6520.71 7015.36 7510.  ],0.7071067811865475,0.7071067811865475,0.4383116926394268,0.9295824603000622,1.0
106,[   0.   1046.67 6125.   6586.67 7048.33 7510.  ],0.7071067811865475,0.7071067811865475,0.4353468752241907,0.9341748436663772,1.0
114,[   0.   1017.81 6211.56 6644.38 7077.19 7510.  ],0.7071067811865475,0.7071067811865475,0.4327300495318839,0.9377949990354484,1.0
122,[   0.    992.35 5880.59 6287.94 6695.29 7102.65 7510.  ],0.6546536707079772,0.6546536707079772,0.5529529680795984,0.9407391892828056,1.0
130,[   0.    969.72 5971.11 6355.83 6740.56 7125.28 7510.  ],0.6546536707079772,0.6546536707079772,0.548742499345199,0.9482006658481084,1.0
138,[   0.    949.47 6052.1  6416.58 6781.05 7145.53 7510.  ],0.6546536707079772,0.6546536707079772,0.5449639824054326,0.9492492693723876,1.0
146,[   0.    931.25 6125.   6471.25 6817.5  7163.75 7510.  ],0.6546536707079772,0.6546536707079772,0.5415544279449566,0.9528485534440936,1.0
