Age_ID,Fare_ID,SibSp_ID,Age_bins,Fare_bins,SibSp_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
0,0,0,[  0.  18.  35.  50.  65. 100.],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.1657329598506069,1.0,1.0,4.0,1,1
0,0,1,[  0.  18.  35.  50.  65. 100.],[  0.  10.  20.  30.  40.  50. 100. 600.],[ 0.  5. 10.],0.2749766573295985,0.7921404923683019,0.8922326287895846,3.6666666666666665,1,1
0,66,0,[  0.  18.  35.  50.  65. 100.],[  0.     7.75   7.92  10.46  13.    20.52  26.55  39.51  77.96 513.  ],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.2469654528478058,0.8422218982980132,0.9628799813142545,3.0,1,1
0,68,1,[  0.  18.  35.  50.  65. 100.],[  0.    56.93 113.85 170.78 227.7  284.63 341.55 398.48 455.4  512.33],[ 0.  5. 10.],0.2908496732026144,0.6216543983829271,0.8907562610323984,2.6666666666666665,1,1
0,72,0,[  0.  18.  35.  50.  65. 100.],"[  0.     2.01   8.42  12.29  15.68  22.2   29.99  38.9   56.66  79.6
 513.  ]",[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.1951447245564892,0.8417678674515411,0.996521425611622,3.0,1,1
0,73,1,[  0.  18.  35.  50.  65. 100.],[  0.  60. 120. 180. 240. 300. 360. 420. 480. 540. 600.],[ 0.  5. 10.],0.2927170868347339,0.5749731282601055,0.8884023577654965,3.0,1,1
0,75,0,[  0.  18.  35.  50.  65. 100.],"[  0.     7.75   7.91   9.2   13.    15.74  26.    29.12  46.9   79.52
 513.  ]",[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.242296918767507,0.8402803763188215,0.9827371667899196,3.0,1,1
1,2,1,[  0.  50. 100.],[  0.   256.17 513.  ],[ 0.  5. 10.],0.3711484593837535,0.4484056960532248,0.5945792885776064,2.0,1,1
1,20,1,[  0.  50. 100.],[  0.   128.08 256.17 384.25 513.  ],[ 0.  5. 10.],0.3697478991596639,0.4348945798731793,0.6799221918900761,2.0,1,1
1,46,1,[  0.  50. 100.],[  0.    85.71 171.43 257.14 342.86 428.57 514.29 600.  ],[ 0.  5. 10.],0.3674136321195145,0.4742665792942488,0.70060827649945,2.0,1,1
2,20,1,[ 0.   40.21 80.  ],[  0.   128.08 256.17 384.25 513.  ],[ 0.  5. 10.],0.3627450980392157,0.4461063674989127,0.7245237119111313,1.6666666666666667,1,1
2,46,1,[ 0.   40.21 80.  ],[  0.    85.71 171.43 257.14 342.86 428.57 514.29 600.  ],[ 0.  5. 10.],0.3604108309990663,0.4854783669199822,0.7452097965205052,1.6666666666666667,1,1
2,68,1,[ 0.   40.21 80.  ],[  0.    56.93 113.85 170.78 227.7  284.63 341.55 398.48 455.4  512.33],[ 0.  5. 10.],0.353874883286648,0.4582160558138706,0.7522181291945427,1.6666666666666667,1,1
