temperature_ID,humidity_ID,ph_ID,rainfall_ID,temperature_bins,humidity_bins,ph_bins,rainfall_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
0,0,0,0,[ 0. 15. 20. 27. 35. 45.],[  0.  30.  50.  70.  85. 100.],[ 0.   5.5  6.5  7.5  8.5 10. ],[  0.  50. 100. 150. 200. 300.],0.1292045454545454,1.0,1.0,4.0,1,1
0,0,61,0,[ 0. 15. 20. 27. 35. 45.],[  0.  30.  50.  70.  85. 100.],[0.   5.66 5.91 6.14 6.34 6.51 6.74 6.98 7.37 9.94],[  0.  50. 100. 150. 200. 300.],0.1410227272727273,0.869093141646279,0.9900813833650808,3.25,1,1
0,0,69,0,[ 0. 15. 20. 27. 35. 45.],[  0.  30.  50.  70.  85. 100.],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.  50. 100. 150. 200. 300.],0.1518181818181818,0.8579331832405824,0.9900813833650808,3.25,1,1
8,0,0,0,[ 0.   26.83 27.   44.  ],[  0.  30.  50.  70.  85. 100.],[ 0.   5.5  6.5  7.5  8.5 10. ],[  0.  50. 100. 150. 200. 300.],0.1394318181818181,0.8833111684893988,0.9343181303912558,3.25,1,1
8,0,0,26,[ 0.   26.83 27.   44.  ],[  0.  30.  50.  70.  85. 100.],[ 0.   5.5  6.5  7.5  8.5 10. ],[  0.    75.88 131.55 187.22 242.89 299.  ],0.1423863636363636,0.8628701748480092,0.9340905279652312,2.5,1,1
8,0,0,28,[ 0.   26.83 27.   44.  ],[  0.  30.  50.  70.  85. 100.],[ 0.   5.5  6.5  7.5  8.5 10. ],[  0.    75.88 131.55 187.22 242.89 298.56],0.1425,0.8628679571030045,0.9341255306900555,2.5,1,1
8,0,69,0,[ 0.   26.83 27.   44.  ],[  0.  30.  50.  70.  85. 100.],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.  50. 100. 150. 200. 300.],0.1628409090909091,0.7412443517299814,0.9243995137563364,2.5,1,1
8,0,69,26,[ 0.   26.83 27.   44.  ],[  0.  30.  50.  70.  85. 100.],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.    75.88 131.55 187.22 242.89 299.  ],0.1656818181818182,0.7208033580885918,0.9241719113303118,1.75,1,1
8,13,69,9,[ 0.   26.83 27.   44.  ],[ 0.   65.44 84.97 99.98],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0. 100. 200. 300.],0.1706818181818181,0.5142446691394926,0.7782662701391025,1.25,1,1
8,13,69,12,[ 0.   26.83 27.   44.  ],[ 0.   65.44 84.97 99.98],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.   112.99 205.78 298.56],0.1717045454545454,0.5134460877785376,0.7770395518110893,1.0,1,1
